latitude,longitude,frp
-37.056,149.585,51.3
-37.426,149.566,51.3
-35.94,149.482,51.3
-37.227,149.078,51.3
-37.525,148.553,51.3
-37.416,148.436,51.3
-37.065,148.312,51.3
-35.955,148.299,51.3
-36.352,148.289,51.3
-35.483,148.064,51.3
-41.659,148.057,51.3
-36.618,147.997,51.3
-37.442,147.882,51.3
-24.599,146.717,51.3
-37.239,146.55,51.3
-35.853,136.701,51.3
-31.707,133.039,51.3
-32.378,123.559,51.3
-32.373,123.409,51.3
-32.562,122.027,51.3
-32.568,121.992,51.3
-36.091,149.572,51.4
-36.19,149.399,51.4
-37.174,149.06,51.4
-35.54,148.516,51.4
-35.825,148.311,51.4
-35.498,148.05,51.4
-36.495,147.718,51.4
-35.902,147.532,51.4
-36.678,146.711,51.4
-35.661,137.229,51.4
-21.031,117.676,51.4
-34.661,150.331,51.5
-32.7,150.092,51.5
-32.715,150.087,51.5
-36.013,149.817,51.5
-37.295,149.487,51.5
-35.954,149.348,51.5
-37.538,148.641,51.5
-37.506,148.596,51.5
-35.84,148.337,51.5
-28.344,148.33,51.5
-35.94,148.214,51.5
-16.608,145.155,51.5
-35.73,136.794,51.5
-28.737,128.87,51.5
-31.848,121.469,51.5
-32.637,150.786,51.6
-34.327,150.316,51.6
-34.244,150.258,51.6
-34.793,150.048,51.6
-37.523,149.284,51.6
-37.62,148.981,51.6
-37.657,148.739,51.6
-37.673,148.5,51.6
-35.389,147.978,51.6
-37.577,147.549,51.6
-37.551,147.502,51.6
-37.048,146.799,51.6
-18.06,145.522,51.6
-16.695,145.522,51.6
-16.931,143.958,51.6
-18.51,126.196,51.6
-30.783,123.403,51.6
-30.844,123.394,51.6
-31.504,151.233,51.7
-37.141,149.933,51.7
-37.757,149.036,51.7
-37.197,149.034,51.7
-37.374,149.029,51.7
-35.923,148.929,51.7
-37.655,148.775,51.7
-36.984,148.144,51.7
-41.573,147.823,51.7
-24.594,146.718,51.7
-38.084,141.842,51.7
-14.22,136.842,51.7
-35.831,136.614,51.7
-30.868,132.724,51.7
-32.838,124.052,51.7
-32.528,121.941,51.7
-31.479,151.757,51.8
-30.439,151.341,51.8
-34.806,150.304,51.8
-32.525,150.249,51.8
-35.705,149.924,51.8
-36.067,149.437,51.8
-37.599,149.248,51.8
-37.731,149.171,51.8
-37.392,149.024,51.8
-37.746,149.019,51.8
-35.779,148.725,51.8
-36.356,148.135,51.8
-35.414,148.1,51.8
-36.076,147.893,51.8
-36.654,147.879,51.8
-41.615,147.82,51.8
-41.572,147.808,51.8
-36.79,146.693,51.8
-36.663,146.58,51.8
-18.419,145.379,51.8
-17.906,145.258,51.8
-35.805,136.646,51.8
-14.856,134.296,51.8
-14.677,132.169,51.8
-23.941,129.205,51.8
-32.903,124.307,51.8
-30.934,123.75,51.8
-32.919,123.664,51.8
-32.611,122.27,51.8
-32.753,122.195,51.8
-31.878,121.49,51.8
-37.32,149.779,51.9
-37.438,149.674,51.9
-36.489,149.477,51.9
-35.926,149.355,51.9
-31.182,149.232,51.9
-37.268,149.168,51.9
-35.974,148.302,51.9
-37.173,148.131,51.9
-36.565,147.94,51.9
-36.719,146.734,51.9
-36.635,146.571,51.9
-35.851,136.661,51.9
-32.388,123.565,51.9
-32.566,150.401,52
-34.313,150.337,52
-36.574,149.881,52
-36.112,149.533,52
-37.429,149.446,52
-37.582,149.32,52
-37.61,149.244,52
-37.671,149.216,52
-37.743,149.068,52
-35.557,148.941,52
-20.292,148.368,52
-35.445,148.354,52
-27.318,147.976,52
-35.375,147.969,52
-36.705,147.833,52
-37.517,147.461,52
-36.786,146.749,52
-36.973,146.642,52
-36.732,146.579,52
-14.45,144.16,52
-33.965,142.185,52
-35.857,136.616,52
-28.93,128.739,52
-32.775,124.067,52
-30.802,123.35,52
-32.603,150.68,52.1
-34.361,150.384,52.1
-37.223,149.946,52.1
-35.698,149.863,52.1
-35.932,149.438,52.1
-37.36,149.142,52.1
-36.854,148.103,52.1
-36.697,147.846,52.1
-18.067,144.757,52.1
-28.949,128.789,52.1
-19.156,126.936,52.1
-25.976,151.013,52.2
-32.68,150.899,52.2
-37.247,149.532,52.2
-26.361,149.391,52.2
-37.444,149.375,52.2
-37.483,149.194,52.2
-37.692,148.948,52.2
-37.402,148.912,52.2
-36.144,147.976,52.2
-36.02,147.816,52.2
-36.392,147.719,52.2
-37.076,147.21,52.2
-16.981,144.004,52.2
-14.708,143.022,52.2
-16.365,137.722,52.2
-14.228,136.856,52.2
-32.899,124.406,52.2
-32.919,123.706,52.2
-32.389,121.555,52.2
-32.646,150.83,52.3
-32.601,150.661,52.3
-34.302,150.257,52.3
-32.668,150.048,52.3
-35.243,149.956,52.3
-36.488,149.936,52.3
-37.101,149.52,52.3
-37.446,149.51,52.3
-36.72,149.412,52.3
-36.174,149.371,52.3
-37.318,149.019,52.3
-35.63,148.913,52.3
-35.459,148.356,52.3
-35.757,148.267,52.3
-36.521,148.248,52.3
-37.655,147.577,52.3
-36.811,146.898,52.3
-16.712,145.119,52.3
-19.884,144.201,52.3
-14.652,132.158,52.3
-32.907,124.417,52.3
-32.886,124.286,52.3
-32.983,123.742,52.3
-31.017,123.711,52.3
-32.928,123.652,52.3
-30.813,123.387,52.3
-32.613,122.071,52.3
-31.442,151.793,52.4
-26.513,150.666,52.4
-34.892,150.1,52.4
-32.727,150.083,52.4
-34.929,149.994,52.4
-28.556,149.821,52.4
-37.4,149.754,52.4
-37.44,149.745,52.4
-36.232,149.496,52.4
-37.387,149.232,52.4
-31.988,149.107,52.4
-35.995,147.789,52.4
-23.908,127.178,52.4
-32.474,122.045,52.4
-32.525,121.959,52.4
-31.99,121.656,52.4
-29.077,150.806,52.5
-32.564,150.59,52.5
-32.552,150.492,52.5
-34.791,150.276,52.5
-32.705,150.096,52.5
-37.417,149.828,52.5
-25.404,149.208,52.5
-35.658,148.96,52.5
-35.637,148.944,52.5
-37.038,148.106,52.5
-36.742,146.707,52.5
-19.916,144.202,52.5
-16.647,141.507,52.5
-35.935,137.097,52.5
-32.931,124.302,52.5
-32.207,151.347,52.6
-32.681,150.938,52.6
-35.815,150.037,52.6
-37.082,149.436,52.6
-35.967,149.351,52.6
-37.754,148.855,52.6
-35.602,148.198,52.6
-37.619,147.569,52.6
-37.077,147.004,52.6
-37.221,146.537,52.6
-18.377,145.374,52.6
-14.674,132.151,52.6
-32.266,123.454,52.6
-32.253,123.316,52.6
-24.753,151.741,52.7
-32.686,150.893,52.7
-34.339,150.062,52.7
-36.554,149.855,52.7
-37.408,149.841,52.7
-35.748,149.79,52.7
-35.924,149.564,52.7
-37.004,149.421,52.7
-36.757,149.407,52.7
-37.349,149.169,52.7
-37.192,149.122,52.7
-37.54,148.649,52.7
-35.809,148.581,52.7
-36.738,148.109,52.7
-35.395,147.976,52.7
-35.921,147.91,52.7
-41.598,147.838,52.7
-35.894,147.548,52.7
-37.532,147.438,52.7
-37.224,146.513,52.7
-17.682,144.869,52.7
-35.903,136.628,52.7
-32.917,124.425,52.7
-32.419,123.018,52.7
-31.716,151.866,52.8
-32.633,150.796,52.8
-34.698,150.301,52.8
-37.414,149.805,52.8
-37.387,149.737,52.8
-37.458,149.245,52.8
-37.77,148.805,52.8
-37.734,148.346,52.8
-35.753,148.3,52.8
-37.21,148.15,52.8
-36.508,147.694,52.8
-37.648,147.562,52.8
-36.776,146.721,52.8
-36.752,146.696,52.8
-16.321,137.745,52.8
-31.938,121.357,52.8
-33.793,150.164,52.9
-24.929,149.462,52.9
-37.341,149.295,52.9
-37.244,149.203,52.9
-37.721,149.194,52.9
-31.991,149.063,52.9
-37.481,148.563,52.9
-35.919,148.347,52.9
-35.875,148.279,52.9
-36.964,148.241,52.9
-35.842,148.012,52.9
-36.424,147.894,52.9
-32.431,121.31,52.9
-30.809,151.432,53
-34.4,150.384,53
-34.258,150.259,53
-36.228,149.999,53
-36.068,149.992,53
-37.434,149.77,53
-36.026,149.517,53
-36.005,149.315,53
-37.537,149.067,53
-37.645,148.718,53
-35.473,148.048,53
-35.415,148.021,53
-35.925,147.89,53
-36.982,147.287,53
-35.766,137.17,53
-32.016,135.786,53
-28.228,129.819,53
-32.306,123.44,53
-32.524,122.277,53
-33.167,115.736,53
-29.458,152.586,53.1
-34.67,150.328,53.1
-35.473,150.23,53.1
-26.869,149.928,53.1
-37.432,149.493,53.1
-37.753,149.205,53.1
-37.176,149.084,53.1
-37.236,149.079,53.1
-37.77,148.851,53.1
-35.636,148.498,53.1
-35.881,148.348,53.1
-35.892,148.165,53.1
-37.024,148.111,53.1
-35.502,148.062,53.1
-36.59,147.849,53.1
-21.392,147.093,53.1
-32.783,124.127,53.1
-32.398,123.568,53.1
-25.999,151.003,53.2
-32.691,150.92,53.2
-32.675,150.903,53.2
-35.052,150.511,53.2
-32.52,150.207,53.2
-32.664,150.158,53.2
-36.379,149.554,53.2
-37.394,149.39,53.2
-36.158,149.369,53.2
-37.658,148.588,53.2
-35.941,148.154,53.2
-36.292,147.686,53.2
-35.893,147.667,53.2
-35.852,147.543,53.2
-36.745,146.708,53.2
-38.033,141.864,53.2
-35.886,136.609,53.2
-30.887,123.44,53.2
-32.549,123.361,53.2
-32.684,121.079,53.2
-32.625,150.238,53.3
-34.855,150.122,53.3
-35.688,149.867,53.3
-35.999,149.836,53.3
-37.314,149.793,53.3
-36.884,149.475,53.3
-37.116,149.419,53.3
-37.588,149.023,53.3
-37.191,149.002,53.3
-37.7,148.76,53.3
-36.611,148.102,53.3
-41.629,147.834,53.3
-22.151,146.906,53.3
-36.883,146.795,53.3
-19.812,144.498,53.3
-38.045,141.862,53.3
-17.951,137.877,53.3
-35.906,136.832,53.3
-23.951,129.276,53.3
-32.916,123.663,53.3
-30.781,123.327,53.3
-32.629,122.016,53.3
-31.427,151.774,53.4
-34.384,149.998,53.4
-35.256,149.964,53.4
-37.275,149.836,53.4
-36.589,149.511,53.4
-37.502,149.431,53.4
-37.379,149.376,53.4
-37.163,149.319,53.4
-35.488,148.048,53.4
-35.497,148.048,53.4
-35.911,148.036,53.4
-36.125,147.901,53.4
-38.046,141.847,53.4
-35.924,136.837,53.4
-14.994,131.743,53.4
-13.142,130.333,53.4
-32.272,123.454,53.4
-32.622,121.936,53.4
-32.371,121.498,53.4
-29.978,151.005,53.5
-32.578,150.463,53.5
-34.821,150.151,53.5
-36.27,149.99,53.5
-35.916,149.975,53.5
-37.491,149.267,53.5
-37.606,149.159,53.5
-37.641,149.138,53.5
-35.55,148.425,53.5
-36.565,147.932,53.5
-35.961,147.921,53.5
-37.681,147.619,53.5
-36.975,147.354,53.5
-14.616,143.949,53.5
-35.797,136.616,53.5
-34.854,150.395,53.6
-34.814,150.117,53.6
-36.365,150.008,53.6
-34.314,149.995,53.6
-37.412,149.697,53.6
-37.145,149.635,53.6
-36.122,149.487,53.6
-37.375,149.451,53.6
-37.495,149.189,53.6
-35.857,148.683,53.6
-37.669,148.668,53.6
-35.793,148.293,53.6
-35.957,148.288,53.6
-36.637,147.906,53.6
-24.901,147.778,53.6
-37.499,147.512,53.6
-16.702,145.117,53.6
-19.896,144.15,53.6
-16.872,143.961,53.6
-35.836,136.684,53.6
-32.23,123.282,53.6
-32.728,122.011,53.6
-32.458,121.343,53.6
-31.241,121.136,53.6
-33.893,150.424,53.7
-33.894,150.415,53.7
-34.298,149.952,53.7
-36.373,149.561,53.7
-36.723,149.45,53.7
-35.998,149.327,53.7
-37.375,149.268,53.7
-37.377,149.243,53.7
-37.4,149.189,53.7
-35.662,148.516,53.7
-35.505,148.485,53.7
-36.328,147.713,53.7
-37.06,147.067,53.7
-16.625,145.139,53.7
-32.505,123.419,53.7
-30.827,123.348,53.7
-32.424,123.176,53.7
-32.64,122.018,53.7
-32.529,121.93,53.7
-32.201,151.35,53.8
-31.539,151.298,53.8
-32.561,150.205,53.8
-32.714,150.076,53.8
-34.352,150.014,53.8
-37.438,149.726,53.8
-37.074,149.518,53.8
-36.104,149.482,53.8
-37.181,149.272,53.8
-37.628,148.996,53.8
-35.886,148.845,53.8
-35.545,148.42,53.8
-37.661,148.321,53.8
-37.2,147.118,53.8
-36.785,146.887,53.8
-24.651,146.807,53.8
-16.944,143.956,53.8
-15.59,133.238,53.8
-28.141,129.693,53.8
-28.778,128.506,53.8
-37.141,149.971,53.9
-26.87,149.917,53.9
-37.071,149.603,53.9
-36.733,149.416,53.9
-37.408,149.206,53.9
-37.303,149.041,53.9
-36.569,147.954,53.9
-37.176,147.505,53.9
-22.173,146.889,53.9
-16.016,145.104,53.9
-18.22,144.155,53.9
-35.931,137.096,53.9
-35.791,136.784,53.9
-28.948,128.758,53.9
-33.2,123.738,53.9
-32.565,122.024,53.9
-31.885,121.438,53.9
-27.016,153.026,54
-34.7,150.218,54
-32.588,150.193,54
-34.808,150.077,54
-35.712,149.931,54
-35.623,149.85,54
-36.057,149.729,54
-37.255,149.565,54
-37.61,149.213,54
-35.543,148.396,54
-36.825,148.147,54
-36.082,147.918,54
-42.578,147.033,54
-16.067,144.726,54
-19.156,142.025,54
-35.763,136.826,54
-28.471,128.482,54
-32.919,124.313,54
-17.767,123.767,54
-32.659,122.03,54
-32.643,121.954,54
-22.799,120.688,54
-34.793,150.265,54.1
-37.324,149.722,54.1
-37.406,149.408,54.1
-36.758,149.395,54.1
-37.314,149.391,54.1
-37.701,148.85,54.1
-37.46,148.524,54.1
-36.489,148.093,54.1
-36.126,147.908,54.1
-37.074,147.504,54.1
-37.022,147.397,54.1
-18.29,144.836,54.1
-32.774,124.291,54.1
-31.019,123.733,54.1
-32.512,123.002,54.1
-32.644,122.014,54.1
-29.424,152.102,54.2
-32.673,150.929,54.2
-35.2,150.466,54.2
-34.896,150.113,54.2
-35.994,150.029,54.2
-37.278,149.337,54.2
-25.417,149.19,54.2
-37.605,149.139,54.2
-37.664,149.076,54.2
-37.652,148.72,54.2
-35.88,148.146,54.2
-35.476,148.108,54.2
-36.469,147.717,54.2
-36.945,147.425,54.2
-36.668,146.598,54.2
-31.33,146.333,54.2
-18.414,145.316,54.2
-19.531,144.714,54.2
-13.212,143.13,54.2
-30.795,123.334,54.2
-32.698,122.049,54.2
-32.685,122.039,54.2
-32.005,121.657,54.2
-31.856,121.471,54.2
-34.372,150.053,54.3
-36.871,149.444,54.3
-37.23,149.224,54.3
-37.697,149.164,54.3
-37.426,149.126,54.3
-35.629,148.938,54.3
-35.584,148.894,54.3
-35.643,148.512,54.3
-35.641,148.247,54.3
-36.559,147.781,54.3
-36.366,147.748,54.3
-34.761,145.924,54.3
-17.865,145.341,54.3
-35.828,137.144,54.3
-30.84,132.812,54.3
-25.427,128.389,54.3
-30.832,123.373,54.3
-21.02,117.676,54.3
-24.603,151.489,54.4
-34.823,150.32,54.4
-34.72,150.157,54.4
-35.99,149.525,54.4
-37.393,149.447,54.4
-36.006,149.343,54.4
-37.666,148.954,54.4
-35.859,148.884,54.4
-35.85,148.719,54.4
-35.482,148.448,54.4
-36.392,148.035,54.4
-41.717,148.034,54.4
-36.587,147.833,54.4
-36.364,147.797,54.4
-36.274,147.667,54.4
-36.995,147.306,54.4
-36.992,147.301,54.4
-36.971,147.285,54.4
-36.958,146.661,54.4
-18.448,145.258,54.4
-17.919,143.41,54.4
-17.931,137.847,54.4
-32.881,124.135,54.4
-30.952,123.769,54.4
-32.44,123.173,54.4
-32.415,122.972,54.4
-21.869,115.729,54.4
-34.368,150.337,54.5
-32.628,150.213,54.5
-32.717,150.095,54.5
-35.317,149.988,54.5
-36.457,149.928,54.5
-37.09,149.422,54.5
-37.049,149.323,54.5
-37.316,149.321,54.5
-37.278,149.182,54.5
-35.931,148.331,54.5
-36.13,147.597,54.5
-32.922,123.723,54.5
-32.378,123.563,54.5
-32.543,123.397,54.5
-30.485,123.087,54.5
-29.46,152.135,54.6
-26.112,151.484,54.6
-32.708,150.935,54.6
-29.118,150.793,54.6
-32.537,150.494,54.6
-32.566,150.389,54.6
-32.75,150.125,54.6
-32.706,150.085,54.6
-37.433,149.479,54.6
-37.529,149.309,54.6
-37.333,149.228,54.6
-37.731,149.212,54.6
-37.717,149.144,54.6
-35.878,147.52,54.6
-36.956,147.419,54.6
-37.047,147.225,54.6
-36.91,146.9,54.6
-30.85,146.126,54.6
-37.372,149.839,54.7
-37.26,149.836,54.7
-35.977,149.668,54.7
-24.943,149.439,54.7
-37.585,149.312,54.7
-37.5,149.208,54.7
-25.43,149.183,54.7
-37.363,149.141,54.7
-37.688,149.138,54.7
-37.222,149.099,54.7
-37.354,149.084,54.7
-20.709,148.69,54.7
-37.557,148.648,54.7
-35.824,148.605,54.7
-35.557,148.425,54.7
-37.667,148.329,54.7
-37.037,148.248,54.7
-41.617,147.846,54.7
-41.575,147.833,54.7
-36.391,147.768,54.7
-36.376,147.762,54.7
-36.981,147.375,54.7
-36.903,146.895,54.7
-36.744,146.728,54.7
-19.84,144.323,54.7
-31.268,121.168,54.7
-32.029,151.428,54.8
-33.853,150.308,54.8
-34.785,150.238,54.8
-37.155,149.976,54.8
-36.45,149.93,54.8
-35.654,149.862,54.8
-36.389,149.581,54.8
-37.454,149.502,54.8
-25.414,149.154,54.8
-37.657,148.328,54.8
-37.744,148.228,54.8
-36.524,148.222,54.8
-37.07,148.128,54.8
-36.649,147.866,54.8
-37.014,147.329,54.8
-37.093,147.082,54.8
-28.13,129.684,54.8
-28.766,128.526,54.8
-33.185,123.706,54.8
-32.263,123.329,54.8
-31.848,121.496,54.8
-33.199,150.284,54.9
-35.879,148.705,54.9
-35.994,148.348,54.9
-36.714,147.943,54.9
-41.619,147.801,54.9
-36.97,147.286,54.9
-36.902,146.9,54.9
-36.908,146.674,54.9
-36.918,146.561,54.9
-30.849,123.366,54.9
-30.112,150.021,55
-35.289,149.894,55
-36.398,149.579,55
-35.998,149.399,55
-37.541,149.217,55
-25.423,149.164,55
-37.262,149.082,55
-35.62,148.511,55
-35.441,148.361,55
-35.946,148.305,55
-35.849,148.277,55
-35.968,148.273,55
-37.057,148.084,55
-36.397,148.075,55
-41.546,147.831,55
-41.607,147.816,55
-37.365,147.737,55
-30.926,123.568,55
-32.342,123.533,55
-33.864,150.428,55.1
-35.308,150.036,55.1
-34.312,149.98,55.1
-36.522,149.916,55.1
-37.411,149.681,55.1
-36.413,149.551,55.1
-37.113,149.549,55.1
-37.044,149.394,55.1
-36.014,149.318,55.1
-37.742,149.059,55.1
-37.539,148.52,55.1
-35.978,148.269,55.1
-35.682,148.222,55.1
-35.779,148.018,55.1
-37.439,147.905,55.1
-37.002,147.422,55.1
-17.409,145.207,55.1
-12.755,136.33,55.1
-32.43,123.054,55.1
-32.626,122.092,55.1
-24.57,151.636,55.2
-32.033,151.387,55.2
-34.918,150.119,55.2
-35.842,150.072,55.2
-37.425,149.587,55.2
-37.587,149.003,55.2
-35.866,148.85,55.2
-37.658,148.697,55.2
-37.523,148.625,55.2
-35.733,148.554,55.2
-35.976,148.413,55.2
-35.457,148.328,55.2
-37.666,147.567,55.2
-19.939,145.744,55.2
-33.888,142.695,55.2
-14.241,136.863,55.2
-14.208,136.802,55.2
-32.536,123.35,55.2
-33.267,122.239,55.2
-31.858,121.512,55.2
-29.402,152.148,55.3
-31.567,151.472,55.3
-31.511,151.276,55.3
-29.063,150.817,55.3
-34.779,150.257,55.3
-36.052,149.534,55.3
-37.369,149.527,55.3
-37.255,149.194,55.3
-37.713,149.063,55.3
-37.618,149.022,55.3
-37.365,148.971,55.3
-37.642,148.82,55.3
-35.929,148.343,55.3
-35.528,148.074,55.3
-35.433,148.023,55.3
-35.396,147.995,55.3
-24.871,147.749,55.3
-37.567,147.488,55.3
-37.009,147.318,55.3
-37.034,147.224,55.3
-15.952,142.238,55.3
-30.85,132.723,55.3
-32.362,123.531,55.3
-32.604,123.284,55.3
-30.473,123.098,55.3
-32.468,121.332,55.3
-32.443,121.31,55.3
-31.425,151.764,55.4
-29.057,150.79,55.4
-36.498,149.966,55.4
-37.133,149.613,55.4
-37.292,149.523,55.4
-37.424,149.343,55.4
-37.44,149.331,55.4
-37.697,149.237,55.4
-35.87,148.703,55.4
-35.609,148.67,55.4
-41.686,148.046,55.4
-37.125,147.901,55.4
-37.575,147.538,55.4
-16.692,145.115,55.4
-16.221,143.942,55.4
-38.036,141.844,55.4
-32.907,124.423,55.4
-32.255,121.408,55.4
-23.032,115.507,55.4
-26.015,150.49,55.5
-35.836,150.03,55.5
-33.825,150.028,55.5
-35.814,149.998,55.5
-35.702,149.947,55.5
-35.938,149.907,55.5
-36.646,149.682,55.5
-37.468,149.649,55.5
-36.408,149.577,55.5
-36.006,149.492,55.5
-36.993,149.429,55.5
-37.407,149.421,55.5
-37.601,149.012,55.5
-35.916,148.384,55.5
-35.884,148.341,55.5
-41.658,148.075,55.5
-36.636,147.899,55.5
-41.646,147.817,55.5
-36.26,147.691,55.5
-37.564,147.457,55.5
-38.078,141.176,55.5
-32.754,124.127,55.5
-32.566,122.004,55.5
-32.653,121.034,55.5
-30.116,150.028,55.6
-35.627,149.878,55.6
-36.395,149.556,55.6
-36.123,149.512,55.6
-37.572,149.323,55.6
-36.005,149.323,55.6
-35.629,148.527,55.6
-35.537,148.498,55.6
-27.439,148.035,55.6
-36.372,147.843,55.6
-36.281,147.715,55.6
-36.359,147.691,55.6
-35.887,147.524,55.6
-37.08,147.288,55.6
-19.92,145.816,55.6
-17.417,145.222,55.6
-17.643,144.851,55.6
-35.895,136.584,55.6
-29.24,128.041,55.6
-32.84,124.377,55.6
-32.783,124.098,55.6
-31.442,151.775,55.7
-24.581,151.468,55.7
-33.211,150.296,55.7
-35.811,150.012,55.7
-35.681,149.885,55.7
-36.516,149.569,55.7
-36,149.491,55.7
-37.435,149.286,55.7
-37.267,149.172,55.7
-37.679,148.962,55.7
-35.807,148.706,55.7
-35.865,147.661,55.7
-36.39,147.656,55.7
-37.572,147.559,55.7
-35.907,147.529,55.7
-16.642,145.125,55.7
-17.687,144.897,55.7
-32.862,124.253,55.7
-21.031,117.702,55.7
-30.108,150.036,55.8
-35.91,149.729,55.8
-37.439,149.721,55.8
-36.201,149.41,55.8
-37.733,149.199,55.8
-37.773,148.892,55.8
-37.767,148.856,55.8
-35.855,148.363,55.8
-35.996,148.327,55.8
-37.399,148.14,55.8
-37.658,147.564,55.8
-37.101,147.306,55.8
-36.949,146.813,55.8
-14.474,143.581,55.8
-14.176,135.388,55.8
-32.917,124.301,55.8
-30.914,123.464,55.8
-30.83,123.351,55.8
-34.535,116.678,55.8
-35.205,150.458,55.9
-36.137,149.395,55.9
-37.48,149.288,55.9
-37.422,148.434,55.9
-41.579,147.847,55.9
-37.055,147.211,55.9
-32.361,123.601,55.9
-25.447,151.641,56
-30.858,151.021,56
-36.472,149.958,56
-35.989,149.824,56
-36.073,149.45,56
-37.36,149.091,56
-37.382,149.018,56
-37.614,148.781,56
-37.433,148.506,56
-35.467,148.491,56
-36.053,148.458,56
-35.96,148.337,56
-36.267,147.711,56
-37.047,147.08,56
-37.122,146.989,56
-36.756,146.633,56
-35.792,136.599,56
-32.761,124.065,56
-32.605,122.311,56
-32.431,121.264,56
-32.678,150.908,56.1
-32.576,150.386,56.1
-35.998,150.043,56.1
-35.285,149.943,56.1
-36.204,149.501,56.1
-37.43,149.377,56.1
-37.509,149.21,56.1
-25.438,149.164,56.1
-37.274,149.091,56.1
-35.66,148.933,56.1
-35.833,148.731,56.1
-37.506,148.612,56.1
-35.443,148.373,56.1
-37.742,148.24,56.1
-36.343,148.031,56.1
-41.706,148.015,56.1
-36.658,147.883,56.1
-35.257,147.859,56.1
-37.513,147.514,56.1
-36.845,146.605,56.1
-18.319,142.592,56.1
-38.091,141.839,56.1
-33.21,123.704,56.1
-30.862,123.343,56.1
-30.818,123.302,56.1
-29.449,152.132,56.2
-33.839,150.387,56.2
-37.4,149.888,56.2
-35.967,149.633,56.2
-37.181,149.59,56.2
-37.195,149.446,56.2
-37.487,149.416,56.2
-35.617,148.85,56.2
-35.553,148.411,56.2
-37.123,148.296,56.2
-35.716,148.234,56.2
-35.255,147.899,56.2
-36.045,147.843,56.2
-37.085,147.494,56.2
-37.049,146.984,56.2
-32.55,123.324,56.2
-33.901,150.43,56.3
-35.81,149.971,56.3
-37.359,149.754,56.3
-37.254,149.53,56.3
-37.197,149.316,56.3
-37.685,148.849,56.3
-37.676,148.668,56.3
-35.795,148.602,56.3
-24.902,147.746,56.3
-35.875,147.613,56.3
-24.023,146.398,56.3
-35.67,137.139,56.3
-32.761,124.118,56.3
-32.579,123.364,56.3
-32.403,123.089,56.3
-31.632,119.758,56.3
-30.503,151.053,56.4
-33.862,150.417,56.4
-32.566,150.388,56.4
-34.349,150.328,56.4
-34.783,150.195,56.4
-36.283,149.936,56.4
-35.709,149.925,56.4
-36.569,149.888,56.4
-37.497,149.266,56.4
-35.856,148.685,56.4
-37.444,148.496,56.4
-35.817,148.283,56.4
-39.917,148.065,56.4
-41.597,147.866,56.4
-35.987,147.856,56.4
-37.06,147.465,56.4
-37.001,147.29,56.4
-31.89,121.524,56.4
-26.643,151.3,56.5
-32.677,151.011,56.5
-36.574,149.907,56.5
-35.872,149.701,56.5
-36.847,149.482,56.5
-37.516,149.399,56.5
-36.751,149.388,56.5
-37.722,149.273,56.5
-37.418,149.197,56.5
-37.469,149.178,56.5
-32.396,123.593,56.5
-32.328,123.254,56.5
-32.578,122.247,56.5
-32.38,121.509,56.5
-26.508,150.66,56.6
-35.693,150.187,56.6
-33.183,150.121,56.6
-36.105,150.068,56.6
-34.984,149.967,56.6
-37.456,149.82,56.6
-23.776,149.812,56.6
-35.966,149.622,56.6
-31.987,149.058,56.6
-37.759,149.049,56.6
-31.986,149.04,56.6
-35.548,149.023,56.6
-35.818,148.637,56.6
-35.706,148.538,56.6
-35.543,148.408,56.6
-36.514,148.179,56.6
-35.897,148.131,56.6
-37.666,147.595,56.6
-37.574,147.527,56.6
-36.995,147.409,56.6
-37.241,146.542,56.6
-20.176,144.138,56.6
-17.905,144.019,56.6
-19.784,143.706,56.6
-32.439,123.508,56.6
-30.831,123.348,56.6
-31.851,121.469,56.6
-21.037,117.723,56.6
-34.682,150.463,56.7
-35.315,150.404,56.7
-32.705,150.098,56.7
-37.338,149.708,56.7
-37.664,149.108,56.7
-37.357,149.033,56.7
-35.819,148.71,56.7
-37.676,148.649,56.7
-37.464,148.548,56.7
-41.577,147.962,56.7
-36.413,147.923,56.7
-36.967,146.857,56.7
-19.823,144.32,56.7
-17.98,144.039,56.7
-38.049,141.835,56.7
-32.536,123.323,56.7
-32.639,122.1,56.7
-31.97,121.558,56.7
-32.6,150.208,56.8
-34.942,150.092,56.8
-37.433,149.699,56.8
-36.005,149.382,56.8
-37.401,149.377,56.8
-35.541,149.005,56.8
-35.826,148.763,56.8
-37.665,148.666,56.8
-35.893,148.321,56.8
-36.487,148.174,56.8
-38.091,141.897,56.8
-16.742,137.486,56.8
-22.011,116.198,56.8
-32.606,150.784,56.9
-35.99,149.755,56.9
-37.42,149.424,56.9
-37.688,148.711,56.9
-35.933,148.319,56.9
-41.634,148.065,56.9
-37.091,147.52,56.9
-36.897,146.669,56.9
-15.994,145.115,56.9
-17.11,144.864,56.9
-32.819,124.118,56.9
-30.762,123.398,56.9
-32.732,122.116,56.9
-32.566,150.598,57
-34.794,150.063,57
-37.463,149.768,57
-35.974,149.64,57
-37.443,149.513,57
-37.186,149.307,57
-37.514,149.233,57
-37.714,148.983,57
-37.022,148.104,57
-37.066,148.081,57
-41.661,148.041,57
-16.224,143.968,57
-32.783,124.046,57
-30.887,123.498,57
-32.354,123.459,57
-31.428,151.738,57.1
-37.211,149.924,57.1
-37.388,149.64,57.1
-37.177,149.61,57.1
-36.287,149.549,57.1
-37.44,149.499,57.1
-37.436,149.498,57.1
